task_name gold_standard_file model model_configuration metric ranking absolute_total relative_total
Clustering kgrc_qt900 "Agglomerative clustering" "metric=cosine, n_clusters=3" completeness_score 28 39 16
Clustering kgrc_qt900 "Agglomerative clustering" "metric=cosine, n_clusters=3" v_measure_score 28 39 16
Clustering kgrc_qt900 "Agglomerative clustering" "metric=cosine, n_clusters=3" normalized_mutual_info_score 28 39 16
Clustering kgrc_qt900 "Agglomerative clustering" "metric=cosine, n_clusters=3" clustering_accuracy 27 39 13
Clustering kgrc_qt900 "Ward hierarchical clustering" "metric=cosine, n_clusters=3" adjusted_rand_index 11 39 20
Clustering kgrc_qt900 "Ward hierarchical clustering" "metric=cosine, n_clusters=3" adjusted_mutual_info_score 30 39 20
Clustering kgrc_qt900 "Ward hierarchical clustering" "metric=cosine, n_clusters=3" homogeneity_score 30 39 20
Clustering kgrc_qt900 "Ward hierarchical clustering" "metric=cosine, n_clusters=3" completeness_score 30 39 20
Clustering kgrc_qt900 "Ward hierarchical clustering" "metric=cosine, n_clusters=3" v_measure_score 30 39 20
Clustering kgrc_qt900 "Ward hierarchical clustering" "metric=cosine, n_clusters=3" normalized_mutual_info_score 30 39 20
Clustering kgrc_qt900 "Ward hierarchical clustering" "metric=cosine, n_clusters=3" clustering_accuracy 33 39 17
EntityRelatedness kgrc_entity_relatedness - - kendalltau_correlation 15 35 16
DocumentSimilarity LP50 with_weights - pearson_score 0 35 26
DocumentSimilarity LP50 with_weights - spearman_score 0 35 26
DocumentSimilarity LP50 with_weights - harmonic_mean 3 35 26
DocumentSimilarity LP50 without_weights - pearson_score 0 35 26
DocumentSimilarity LP50 without_weights - spearman_score 0 35 26
DocumentSimilarity LP50 without_weights - harmonic_mean 3 35 26
